Name,Country,Date of Birth,Height,Appearance,Wins,Losses,Goal,Assist,Goals Per Game,Headed Goals,Goals With Right Foot,Goals With Left Foot,Penalty Goals,Free Kick Goals,Shots,Shots On Target,Shooting Accuracy Rate,Hit Woodwork,Big Chance Missed,Total Passes,Total Passes Per Game,Big Chance Created,Crosses,Cross Accuracy Rate,Through Balls,Accurate Long Balls,Yellow Cards,Red Cards,Fouls,Offsides,Tackles,Tackle Success Rate,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerial Battles Won,Aerial Battles Lost,Errors Leading To Goal
Juan Mata,Spain,28/04/1988,170,19,6,7,0,2,0.0,0,0,0,0.0,0.0,10.0,2.0,20%,0,1.0,511,26.89,3,23,30%,4.0,21.0,1,0,7,4,7,43%,2,0,1,0,33.0,24.0,32.0,5.0,2.0,6.0,0.0
Nemanja Matic,Serbia,01/08/1988,194,21,12,4,0,2,0.0,0,0,0,0.0,0.0,7.0,2.0,29%,1,0.0,1265,60.24,0,3,67%,2.0,46.0,3,0,27,0,46,52%,2,22,26,16,146.0,110.0,93.0,20.0,29.0,23.0,0.0
Matthew Longstaff,England,21/03/2000,170,9,2,4,2,0,0.22,0,2,0,0.0,0.0,4.0,2.0,50%,1,0.0,255,28.33,1,2,50%,1.0,10.0,1,0,6,0,3,33%,1,5,3,1,38.0,17.0,29.0,3.0,6.0,5.0,0.0
James McArthur,Scotland,07/10/1987,178,37,11,16,0,3,0.0,0,0,0,0.0,0.0,28.0,6.0,21%,0,2.0,1428,38.59,3,44,16%,4.0,62.0,6,0,57,4,88,58%,8,60,47,17,185.0,195.0,250.0,29.0,45.0,75.0,0.0
James McCarthy,Ireland,12/11/1990,180,33,9,15,0,0,0.0,0,0,0,0.0,0.0,12.0,3.0,25%,0,0.0,783,23.73,1,35,31%,0.0,53.0,9,0,31,0,82,57%,3,24,10,1,133.0,122.0,98.0,7.0,15.0,19.0,0.0
John McGinn,Scotland,18/10/1994,178,28,6,15,3,3,0.11,0,0,3,0.0,0.0,55.0,20.0,36%,2,4.0,715,25.54,3,66,21%,3.0,82.0,3,0,37,0,53,66%,12,25,15,6,151.0,191.0,177.0,53.0,19.0,31.0,0.0
John Lundstram,England,18/02/1994,181,34,12,11,5,3,0.15,0,4,1,0.0,0.0,43.0,10.0,23%,1,4.0,1176,34.59,8,55,18%,3.0,86.0,5,0,27,7,46,65%,10,33,43,22,157.0,99.0,136.0,18.0,24.0,33.0,0.0
Alexis Mac Allister,Argentina,24/12/1998,174,9,3,2,0,0,0.0,0,0,0,0.0,0.0,7.0,1.0,14%,0,1.0,98,10.89,0,23,13%,0.0,2.0,0,0,4,1,9,56%,3,1,1,0,15.0,17.0,22.0,2.0,3.0,5.0,0.0
James Maddison,England,23/11/1996,175,31,15,9,6,3,0.19,0,4,2,0.0,1.0,74.0,18.0,24%,1,6.0,1473,47.52,8,221,27%,19.0,72.0,4,0,36,4,59,51%,30,9,5,1,162.0,205.0,162.0,51.0,7.0,24.0,0.0
Ainsley Maitland-Niles,England,29/08/1997,177,20,9,4,0,2,0.0,0,0,0,0.0,0.0,4.0,1.0,25%,0,1.0,840,42.0,2,18,33%,2.0,35.0,4,1,15,0,41,56%,1,28,32,12,86.0,90.0,81.0,19.0,17.0,12.0,0.0
Solly March,England,20/07/1994,180,19,3,8,0,1,0.0,0,0,0,0.0,0.0,21.0,8.0,38%,0,1.0,492,25.89,1,67,19%,1.0,25.0,2,0,10,2,25,48%,6,20,10,5,63.0,67.0,82.0,16.0,15.0,20.0,0.0
Kenny McLean,Scotland,08/01/1992,183,37,4,27,1,1,0.03,1,0,0,0.0,0.0,30.0,10.0,33%,2,0.0,1680,45.41,5,53,21%,9.0,81.0,5,0,24,1,44,66%,7,38,64,47,191.0,225.0,197.0,31.0,96.0,96.0,1.0
Dwight McNeil,England,22/11/1999,183,38,15,14,2,6,0.05,0,0,2,0.0,0.0,48.0,14.0,29%,2,1.0,1029,27.08,12,257,,,,5,0,29,0,47,,16,30,27,11,,,,,,,
Scott McTominay,Scotland,08/12/1996,193,27,14,5,4,1,0.15,0,3,1,0.0,0.0,29.0,10.0,34%,0,1.0,1011,37.44,2,14,21%,2.0,62.0,2,0,36,0,43,51%,12,31,33,20,147.0,170.0,124.0,31.0,44.0,31.0,1.0
Nampalys Mendy,France,23/06/1992,167,7,4,2,0,0,0.0,0,0,0,0.0,0.0,1.0,1.0,100%,0,0.0,209,29.86,0,2,100%,0.0,10.0,0,0,4,0,7,71%,0,6,4,2,32.0,21.0,10.0,1.0,5.0,2.0,0.0
Max Meyer,Germany,18/09/1995,173,17,2,10,0,0,0.0,0,0,0,0.0,0.0,9.0,2.0,22%,0,0.0,201,11.82,0,9,11%,0.0,3.0,1,0,6,2,19,58%,2,7,2,0,27.0,43.0,47.0,6.0,2.0,9.0,0.0
Luka Milivojevic,Serbia,07/04/1991,186,31,8,15,3,1,0.1,0,3,0,2.0,1.0,31.0,9.0,29%,0,0.0,1433,46.23,1,144,22%,3.0,104.0,12,0,50,1,61,52%,10,42,37,14,179.0,128.0,144.0,7.0,35.0,28.0,0.0
James Milner,England,04/01/1986,175,22,21,0,2,2,0.09,0,2,0,2.0,0.0,12.0,4.0,33%,0,1.0,747,33.95,1,20,10%,3.0,49.0,4,0,11,1,16,63%,2,7,16,7,63.0,51.0,50.0,10.0,13.0,13.0,0.0
Henrikh Mkhitaryan,Armenia,21/01/1989,177,3,1,1,0,0,0.0,0,0,0,0.0,0.0,2.0,0.0,0%,0,1.0,69,23.0,0,4,0%,1.0,1.0,1,0,2,1,0,0%,1,0,1,1,4.0,6.0,13.0,2.0,2.0,1.0,0.0
Aaron Mooy,Australia,15/09/1990,174,31,6,11,2,2,0.06,0,1,1,0.0,0.0,33.0,8.0,24%,0,3.0,970,31.29,4,109,21%,4.0,43.0,1,1,13,0,37,65%,8,23,27,10,134.0,101.0,132.0,38.0,15.0,25.0,0.0
Ravel Morrison,Jamaica,02/02/1993,175,1,0,1,0,0,0.0,0,0,0,0.0,0.0,1.0,0.0,0%,0,0.0,6,6.0,0,0,0%,0.0,0.0,0,0,1,0,0,0%,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Mason Mount,England,10/01/1999,178,37,19,12,7,5,0.19,0,7,0,0.0,1.0,78.0,29.0,37%,3,9.0,1241,33.54,8,136,24%,3.0,26.0,3,0,37,4,37,46%,28,16,18,7,141.0,125.0,199.0,40.0,10.0,47.0,0.0
Marvelous Nakamba,Zimbabwe,19/01/1994,178,29,7,16,0,0,0.0,0,0,0,0.0,0.0,7.0,1.0,14%,0,0.0,782,26.97,0,4,0%,0.0,24.0,5,0,26,0,55,51%,0,39,32,7,155.0,115.0,110.0,14.0,23.0,29.0,1.0
Wilfred Ndidi,Nigeria,16/12/1996,183,32,17,9,2,1,0.06,1,1,0,0.0,0.0,26.0,3.0,12%,1,0.0,1669,52.16,0,3,0%,2.0,79.0,6,0,56,1,128,52%,7,80,61,25,271.0,260.0,203.0,22.0,83.0,69.0,1.0
Tanguy Ndombele,France,28/12/1996,181,21,5,9,2,2,0.1,0,1,1,0.0,0.0,9.0,4.0,44%,0,0.0,632,30.1,1,12,17%,4.0,19.0,3,0,14,0,24,67%,3,14,6,1,79.0,97.0,70.0,38.0,7.0,9.0,0.0
Georges-Kévin Nkoudou,France,13/02/1995,172,1,1,0,0,0,0.0,0,0,0,0.0,0.0,1.0,0.0,0%,0,0.0,0,0.0,0,0,0%,0.0,0.0,0,0,0,0,0,0%,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mark Noble,England,08/05/1987,180,33,9,16,4,3,0.12,0,4,0,3.0,0.0,17.0,6.0,35%,0,0.0,1504,45.58,5,41,32%,4.0,111.0,5,0,28,1,52,58%,3,20,10,8,189.0,123.0,121.0,25.0,15.0,12.0,0.0
Oliver Norwood,Northern Ireland,12/04/1991,180,38,14,12,1,1,0.03,0,1,0,1.0,0.0,17.0,6.0,35%,0,0.0,2007,52.82,6,198,27%,1.0,231.0,8,0,32,1,66,56%,5,47,39,19,275.0,135.0,134.0,9.0,44.0,30.0,0.0
Ben Osborn,England,05/08/1994,176,13,8,2,0,0,0.0,0,0,0,0.0,0.0,3.0,1.0,33%,0,0.0,231,17.77,1,16,19%,0.0,8.0,0,0,9,1,15,67%,1,6,6,2,43.0,31.0,35.0,4.0,6.0,9.0,0.0
Alex Oxlade-Chamberlain,England,15/08/1993,180,30,24,3,4,1,0.13,0,4,0,0.0,0.0,40.0,10.0,25%,1,0.0,701,23.37,0,46,15%,4.0,42.0,1,0,17,2,18,50%,18,22,8,1,79.0,75.0,103.0,29.0,14.0,29.0,0.0
Mesut Özil,Germany,15/10/1988,180,18,5,4,1,2,0.06,0,0,1,0.0,0.0,9.0,3.0,33%,0,1.0,836,46.44,1,72,28%,2.0,21.0,1,0,14,6,17,47%,4,5,1,0,71.0,52.0,65.0,16.0,1.0,4.0,0.0
Roberto Pereyra,Argentina,07/01/1991,182,28,5,13,3,0,0.11,0,2,1,1.0,0.0,21.0,9.0,43%,0,2.0,613,21.89,1,32,19%,0.0,12.0,4,0,21,5,20,40%,8,14,5,3,98.0,78.0,120.0,20.0,5.0,22.0,0.0
Paul Pogba,France,15/03/1993,191,16,8,2,1,3,0.06,0,1,0,0.0,0.0,22.0,8.0,36%,0,3.0,1034,64.63,3,6,17%,10.0,94.0,1,0,26,2,20,45%,5,7,10,7,109.0,94.0,85.0,27.0,29.0,11.0,1.0
Dennis Praet,Belgium,14/05/1994,181,27,11,11,1,2,0.04,0,1,0,0.0,0.0,16.0,3.0,19%,1,0.0,521,19.3,3,21,10%,2.0,21.0,2,0,18,1,33,55%,8,17,12,5,74.0,63.0,80.0,12.0,6.0,13.0,0.0
Davy Pröpper,Netherlands,02/09/1991,185,35,8,13,1,2,0.03,1,0,0,0.0,0.0,29.0,8.0,28%,0,2.0,1784,50.97,4,39,13%,3.0,70.0,4,0,31,0,64,55%,10,38,33,15,236.0,156.0,146.0,46.0,28.0,22.0,2.0
Christian Pulisic,United States,18/09/1998,172,25,13,9,9,4,0.36,2,4,3,0.0,0.0,63.0,26.0,41%,1,8.0,668,26.72,6,35,11%,4.0,19.0,0,0,14,3,23,48%,15,6,7,4,79.0,128.0,190.0,55.0,20.0,45.0,0.0
Ignacio Pussetto,Argentina,21/12/1995,180,7,1,4,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0%,0,0.0,29,4.14,0,4,25%,0.0,2.0,1,0,3,0,7,57%,0,3,3,1,10.0,12.0,16.0,2.0,1.0,4.0,0.0
Nathan Redmond,England,06/03/1994,173,32,13,13,4,4,0.13,0,3,1,0.0,0.0,59.0,21.0,36%,2,3.0,1021,31.91,6,41,17%,4.0,38.0,2,0,23,5,49,59%,14,16,10,1,203.0,176.0,196.0,79.0,18.0,45.0,0.0
Declan Rice,England,14/01/1999,185,38,10,19,1,3,0.03,0,1,0,0.0,0.0,31.0,9.0,29%,2,1.0,1733,45.61,1,28,39%,1.0,128.0,6,0,41,2,116,52%,8,77,51,24,312.0,223.0,161.0,49.0,52.0,34.0,0.0
Matt Ritchie,Scotland,10/09/1989,172,18,4,8,2,1,0.11,0,0,2,0.0,0.0,26.0,8.0,31%,1,1.0,526,29.22,4,99,29%,0.0,23.0,4,0,26,0,22,68%,9,14,27,14,78.0,67.0,67.0,8.0,21.0,19.0,0.0
Rodrigo,Spain,22/06/1996,191,35,24,8,3,2,0.09,1,2,0,0.0,0.0,24.0,9.0,38%,0,0.0,2579,73.69,3,8,25%,2.0,171.0,8,0,43,0,50,60%,4,26,32,19,228.0,170.0,141.0,31.0,57.0,30.0,0.0
Jack Rodwell,England,11/03/1991,188,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0%,0,0.0,2,2.0,0,0,0%,0.0,0.0,0,0,0,0,0,0%,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Oriol Romeu,Spain,24/09/1991,183,30,13,12,0,0,0.0,0,0,0,0.0,0.0,8.0,0.0,0%,0,0.0,1076,35.87,4,6,50%,1.0,46.0,5,0,39,1,55,64%,5,34,30,11,152.0,126.0,130.0,13.0,42.0,39.0,0.0
Rúben Neves,Portugal,13/03/1997,180,38,15,9,2,2,0.05,0,2,0,0.0,0.0,61.0,10.0,16%,2,0.0,2023,53.24,3,34,24%,8.0,222.0,9,0,29,0,62,53%,23,56,31,12,303.0,128.0,120.0,22.0,29.0,27.0,0.0
Lukas Rupp,Germany,08/01/1991,178,12,2,9,0,0,0.0,0,0,0,0.0,0.0,4.0,2.0,50%,0,1.0,265,22.08,1,3,0%,2.0,4.0,1,0,10,0,15,60%,1,15,2,1,56.0,30.0,56.0,4.0,5.0,14.0,0.0
Romain Saïss,Morocco,26/03/1990,190,33,14,9,2,1,0.06,1,0,1,0.0,0.0,24.0,8.0,33%,0,5.0,1628,49.33,2,9,11%,1.0,134.0,10,1,43,2,55,69%,5,55,121,66,185.0,205.0,132.0,7.0,120.0,68.0,0.0
Bukayo Saka,England,05/09/2001,178,26,9,7,1,5,0.04,0,0,1,0.0,0.0,13.0,4.0,31%,1,1.0,675,25.96,6,67,,,,6,0,22,10,36,,4,12,11,6,,,,,,,
Morgan Schneiderlin,France,08/11/1989,181,15,4,9,0,0,0.0,0,0,0,0.0,0.0,6.0,0.0,0%,0,0.0,561,37.4,0,8,13%,1.0,54.0,4,1,18,0,31,71%,1,21,19,9,55.0,52.0,48.0,3.0,17.0,11.0,0.0
Sean Longstaff,England,30/10/1997,180,23,7,11,1,1,0.04,0,0,1,0.0,0.0,25.0,7.0,28%,0,0.0,631,27.43,2,33,24%,1.0,34.0,2,1,17,0,35,54%,7,19,20,7,73.0,85.0,93.0,7.0,17.0,21.0,1.0
Xherdan Shaqiri,Switzerland,10/10/1991,169,7,6,1,1,0,0.14,0,0,1,0.0,0.0,4.0,1.0,25%,0,0.0,97,13.86,0,6,50%,0.0,8.0,0,0,1,1,1,0%,2,0,0,0,15.0,9.0,14.0,2.0,3.0,4.0,0.0
Jonjo Shelvey,England,27/02/1992,184,26,9,10,6,2,0.23,1,4,1,0.0,1.0,45.0,14.0,31%,2,1.0,1044,40.15,7,89,25%,5.0,143.0,3,0,19,1,29,66%,15,23,35,20,139.0,67.0,78.0,15.0,17.0,13.0,0.0
Gylfi Sigurdsson,Iceland,08/09/1989,186,35,13,15,2,3,0.06,0,2,0,1.0,0.0,46.0,14.0,30%,1,3.0,1019,29.11,5,131,28%,3.0,47.0,3,0,34,2,50,52%,20,37,15,3,147.0,103.0,147.0,16.0,14.0,24.0,1.0
David Silva,Spain,08/01/1986,173,27,19,5,6,10,0.22,0,1,5,0.0,2.0,47.0,18.0,38%,1,4.0,1483,54.93,11,33,9%,12.0,30.0,0,0,20,3,26,54%,15,13,5,1,86.0,86.0,85.0,33.0,7.0,20.0,0.0
Moussa Sissoko,France,16/08/1989,187,29,13,8,2,1,0.07,0,2,0,0.0,0.0,15.0,4.0,27%,1,3.0,1246,42.97,1,23,9%,3.0,36.0,8,0,44,2,39,64%,3,27,35,15,204.0,121.0,144.0,40.0,26.0,26.0,0.0
Oliver Skipp,England,16/09/2000,175,7,4,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0%,0,0.0,38,5.43,0,0,0%,0.0,2.0,0,0,1,0,2,100%,0,0,0,0,5.0,2.0,7.0,0.0,0.0,2.0,0.0
William Smallbone,Ireland,21/02/2000,173,9,5,1,0,2,0.0,0,0,0,0.0,0.0,6.0,0.0,0%,1,0.0,206,22.89,0,5,,,,0,0,2,0,10,,2,1,1,1,,,,,,,
Emile Smith Rowe,England,28/07/2000,182,2,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0%,0,0.0,35,17.5,0,1,0%,0.0,0.0,0,0,0,0,1,100%,0,1,2,2,5.0,4.0,4.0,2.0,0.0,0.0,0.0
Robert Snodgrass,Scotland,07/09/1987,182,24,6,14,5,5,0.21,0,0,5,0.0,0.0,21.0,10.0,48%,1,2.0,505,21.04,5,136,29%,3.0,17.0,4,0,20,4,29,55%,5,4,11,8,101.0,94.0,118.0,19.0,15.0,27.0,0.0
Tomas Soucek,Czech Republic,27/02/1995,192,13,3,6,3,0,0.23,2,0,1,0.0,0.0,20.0,8.0,40%,0,3.0,394,30.31,0,2,0%,0.0,15.0,0,0,11,0,29,52%,4,22,34,21,48.0,108.0,69.0,0.0,71.0,40.0,0.0
Junior Stanislas,England,26/11/1989,183,15,2,11,3,0,0.2,0,3,0,1.0,0.0,18.0,7.0,39%,1,0.0,261,17.4,0,37,19%,2.0,4.0,1,0,5,1,10,70%,7,4,5,3,43.0,33.0,32.0,11.0,8.0,8.0,0.0
Dale Stephens,England,12/06/1989,169,33,9,14,0,1,0.0,0,0,0,0.0,0.0,19.0,2.0,11%,0,0.0,1675,50.76,2,4,0%,3.0,110.0,8,0,42,0,73,60%,6,58,39,25,230.0,108.0,129.0,10.0,19.0,22.0,0.0
Marco Stiepermann,Germany,09/02/1991,190,24,3,18,0,0,0.0,0,0,0,0.0,0.0,19.0,6.0,32%,1,0.0,404,16.83,1,6,0%,5.0,9.0,6,0,22,0,20,40%,7,5,16,12,56.0,67.0,127.0,17.0,15.0,56.0,0.0
Andrew Surman,England,20/08/1986,178,5,2,3,0,0,0.0,0,0,0,0.0,0.0,1.0,0.0,0%,0,0.0,127,25.4,0,3,67%,0.0,6.0,1,0,1,0,4,50%,1,1,4,3,18.0,9.0,11.0,0.0,4.0,6.0,0.0
Nathan Tella,England,05/07/1999,173,1,1,0,0,0,0.0,0,0,0,0.0,0.0,1.0,1.0,100%,0,0.0,1,1.0,0,0,0%,0.0,0.0,0,0,0,0,0,0%,0,0,0,0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
Alexander Tettey,Norway,04/04/1986,180,30,5,20,1,1,0.03,0,0,1,0.0,0.0,23.0,4.0,17%,2,0.0,1293,43.1,1,4,25%,1.0,47.0,5,0,21,0,23,78%,10,43,67,28,165.0,80.0,89.0,15.0,36.0,29.0,0.0
Youri Tielemans,Belgium,07/05/1997,176,37,17,12,3,6,0.08,0,2,1,0.0,0.0,56.0,13.0,23%,1,1.0,1780,48.11,8,81,19%,13.0,99.0,2,0,32,1,52,56%,21,22,12,4,188.0,155.0,156.0,29.0,26.0,30.0,0.0
Lucas Torreira,Uruguay,11/02/1996,168,29,10,6,1,1,0.03,0,1,0,0.0,0.0,21.0,6.0,29%,0,1.0,903,31.14,0,12,25%,2.0,34.0,7,0,24,0,31,52%,4,34,22,10,107.0,101.0,81.0,17.0,11.0,21.0,0.0
Andros Townsend,England,16/07/1991,181,24,7,13,1,1,0.04,0,0,1,0.0,0.0,12.0,5.0,42%,0,0.0,393,16.38,3,67,24%,1.0,11.0,0,0,9,1,34,62%,4,15,6,2,97.0,102.0,92.0,38.0,5.0,11.0,1.0
Trézéguet,Egypt,01/10/1994,180,34,8,19,6,1,0.18,0,5,1,0.0,0.0,50.0,17.0,34%,2,3.0,364,10.71,0,67,16%,0.0,9.0,2,1,35,6,38,42%,22,25,14,9,79.0,128.0,166.0,30.0,29.0,44.0,0.0
Tom Trybull,Germany,09/03/1993,181,16,2,10,0,0,0.0,0,0,0,0.0,0.0,11.0,2.0,18%,0,0.0,615,38.44,0,0,0%,0.0,27.0,2,0,26,2,39,64%,3,16,32,14,63.0,79.0,92.0,6.0,24.0,15.0,0.0
Mario Vrancic,Bosnia And Herzegovina,23/05/1989,187,20,1,15,1,0,0.05,0,1,0,0.0,0.0,14.0,3.0,21%,0,2.0,452,22.6,1,6,0%,3.0,16.0,3,0,13,1,27,59%,5,10,3,2,46.0,53.0,46.0,5.0,8.0,9.0,1.0
Matej Vydra,Czech Republic,01/05/1992,180,19,6,7,2,1,0.11,0,1,1,0.0,0.0,18.0,10.0,56%,1,7.0,136,7.16,1,3,0%,2.0,0.0,0,0,1,3,4,75%,1,1,6,4,16.0,41.0,70.0,6.0,19.0,47.0,0.0
Victor Wanyama,Kenya,25/06/1991,188,2,1,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0%,0,0.0,19,9.5,0,0,0%,0.0,1.0,1,0,1,0,0,0%,0,0,0,0,4.0,3.0,1.0,1.0,1.0,0.0,0.0
James Ward-Prowse,England,01/11/1994,173,38,15,16,5,3,0.13,0,4,1,1.0,2.0,57.0,26.0,46%,1,5.0,1666,43.84,7,267,22%,2.0,81.0,9,0,57,0,92,52%,14,60,71,38,249.0,218.0,202.0,14.0,73.0,65.0,0.0
Ashley Westwood,England,01/04/1990,175,35,15,11,2,6,0.06,0,2,0,0.0,0.0,13.0,3.0,23%,0,0.0,1741,49.74,11,146,27%,4.0,116.0,9,0,33,1,54,61%,5,32,26,8,262.0,110.0,112.0,8.0,16.0,26.0,0.0
Georginio Wijnaldum,Netherlands,11/11/1990,175,37,31,3,4,0,0.11,1,3,0,0.0,0.0,36.0,15.0,42%,0,2.0,1625,43.92,0,5,20%,0.0,41.0,0,0,15,1,38,53%,5,17,33,18,189.0,141.0,158.0,41.0,30.0,51.0,0.0
Joseph Willock,England,20/08/1999,179,29,10,10,1,1,0.03,0,1,0,0.0,0.0,15.0,5.0,33%,0,2.0,343,11.83,1,9,22%,2.0,13.0,2,0,10,0,25,64%,3,4,9,4,62.0,67.0,63.0,21.0,8.0,14.0,0.0
Jack Wilshere,England,01/01/1992,172,8,3,3,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0%,0,0.0,75,9.38,0,0,0%,0.0,1.0,0,0,1,0,1,0%,0,1,0,0,11.0,16.0,18.0,1.0,6.0,1.0,0.0
Harry Winks,England,02/02/1996,178,31,15,8,0,0,0.0,0,0,0,0.0,0.0,14.0,2.0,14%,0,0.0,1694,54.65,1,28,21%,5.0,78.0,9,0,24,0,40,60%,4,36,30,9,162.0,92.0,90.0,15.0,14.0,8.0,0.0
Granit Xhaka,Switzerland,27/09/1992,185,31,13,6,1,2,0.03,0,0,1,0.0,0.0,11.0,3.0,27%,0,0.0,1903,61.39,1,16,19%,4.0,126.0,10,0,56,0,45,56%,3,21,55,36,195.0,147.0,158.0,25.0,45.0,55.0,0.0
Oleksandr Zinchenko,Ukraine,15/12/1996,175,19,12,6,0,0,0.0,0,0,0,0.0,0.0,16.0,3.0,19%,0,0.0,1210,63.68,2,52,25%,1.0,32.0,0,1,13,1,31,61%,7,17,19,13,82.0,62.0,64.0,3.0,26.0,22.0,1.0
